Name^Team^Position^Heigth^Weigth^Age
Juan Salas^TB^Center^78.27^180.50^38.31
Jeff Ridgway^TB^Center^79.33^171.00^36.54
Ruddy Lugo^TB^Center^74.04^194.75^36.769999999999996
Jae-Kuk Ryu^TB^Center^79.33^209.00^33.75
Chad Orvella^TB^Center^75.10^180.50^36.41
Dan Miceli^TB^Center^76.15^204.25^46.47
Seth McClung^TB^Center^82.50^223.25^36.06
Jon Switzer^TB^Center^79.33^181.45^37.55
Shawn Camp^TB^Center^77.21^190.00^41.28
Scott Dohmann^TB^Center^77.21^171.95^39.04
Jason LaRue^KC^Point Guard^75.10^190.00^42.95
John Buck^KC^Point Guard^79.33^199.50^36.65
Ryan Shealy^KC^Center^81.44^228.00^37.5
Ross Gload^KC^Center^76.15^175.75^40.9
Esteban German^KC^Small Forward^72.98^156.75^39.09
Mark Grudzielanek^KC^Small Forward^77.21^180.50^46.67
Angel Sanchez^KC^Small Forward^78.27^175.75^33.44
Angel Berroa^KC^Power Forward^76.15^166.25^39.09
Andres Blanco^KC^Power Forward^74.04^147.25^32.89
Mark Teahen^KC^Small Forward^79.33^199.50^35.480000000000004
Joey Gathright^KC^Shooting Guard^74.04^161.50^35.84
David DeJesus^KC^Shooting Guard^76.15^166.25^37.2
Shane Costa^KC^Shooting Guard^76.15^209.00^35.22
Mitch Maier^KC^Shooting Guard^78.27^199.50^34.67
Reggie Sanders^KC^Shooting Guard^77.21^194.75^49.25
Emil Brown^KC^Shooting Guard^78.27^190.00^42.17
Mike Sweeney^KC^Small Forward^79.33^213.75^43.61
John Bale^KC^Point Guard^80.38^194.75^42.77
Luke Hudson^KC^Point Guard^79.33^185.25^39.83
Scott Elarton^KC^Point Guard^84.62^228.00^41.019999999999996
Odalis Perez^KC^Point Guard^76.15^142.50^39.730000000000004
Gil Meche^KC^Point Guard^79.33^190.00^38.480000000000004
Neal Musser^KC^Point Guard^77.21^204.25^36.510000000000005
Brian Bannister^KC^Point Guard^78.27^191.90^36.0
Zack Greinke^KC^Point Guard^78.27^190.00^33.36
Jorge De La Rosa^KC^Point Guard^77.21^180.50^35.9
Todd Wellemeyer^KC^Center^79.33^194.75^38.5
Jimmy Gobble^KC^Center^79.33^180.50^35.620000000000005
Joel Peralta^KC^Center^75.10^152.00^40.94
Ryan Braun^KC^Center^77.21^204.25^36.59
Joakim Soria^KC^Center^79.33^175.75^32.78
Ken Ray^KC^Center^78.27^190.00^42.26
David Riske^KC^Center^78.27^180.50^40.35
Octavio Dotel^KC^Center^76.15^199.50^43.26
Joe Nelson^KC^Center^78.27^175.75^42.35
Gerald Laird^TEX^Point Guard^78.27^209.00^37.3
Miguel Ojeda^TEX^Point Guard^78.27^180.50^42.08
Guillermo Quiroz^TEX^Point Guard^77.21^191.90^35.25
Chris Stewart^TEX^Point Guard^80.38^194.75^35.03
Mark Teixeira^TEX^Center^79.33^209.00^36.89
Ian Kinsler^TEX^Small Forward^76.15^166.25^34.69
Joaquin Arias^TEX^Power Forward^77.21^152.00^32.44
Michael Young^TEX^Power Forward^77.21^180.50^40.36
Hank Blalock^TEX^Small Forward^77.21^190.00^36.269999999999996
Marlon Byrd^TEX^Shooting Guard^76.15^217.55^39.5
Brad Wilkerson^TEX^Shooting Guard^76.15^195.70^39.75
Sammy Sosa^TEX^Shooting Guard^76.15^209.00^48.3
Kenny Lofton^TEX^Shooting Guard^76.15^171.00^49.75
Frank Catalanotto^TEX^Shooting Guard^75.10^185.25^42.84
Nelson Cruz^TEX^Shooting Guard^79.33^166.25^36.66
Jason Botts^TEX^Small Forward^81.44^237.50^36.6
Robinson Tejeda^TEX^Point Guard^79.33^178.60^34.94
John Rheinecker^TEX^Point Guard^78.27^218.50^37.760000000000005
Edinson Volquez^TEX^Point Guard^77.21^180.50^33.66
A.J. Murray^TEX^Point Guard^79.33^190.00^34.96
Brandon McCarthy^TEX^Point Guard^83.56^180.50^33.65
Vicente Padilla^TEX^Point Guard^78.27^208.05^39.42
Kevin Millwood^TEX^Point Guard^80.38^223.25^42.18
John Koronka^TEX^Point Guard^77.21^171.00^36.66
Frank Francisco^TEX^Center^78.27^171.00^37.47
Francisco Cruceta^TEX^Center^78.27^171.00^35.66
Akinori Otsuka^TEX^Center^76.15^190.00^45.13
Eric Gagne^TEX^Center^78.27^222.30^41.15
Ron Mahay^TEX^Center^78.27^175.75^45.67
Joaquin Benoit^TEX^Center^79.33^209.00^39.6
Rick Bauer^TEX^Center^82.50^211.85^40.14
Josh Rupe^TEX^Center^78.27^190.00^34.53
Wes Littleton^TEX^Center^78.27^199.50^34.489999999999995
C.J. Wilson^TEX^Center^78.27^190.00^36.28
Scott Feldman^TEX^Center^81.44^199.50^34.06
Gregg Zaun^TOR^Point Guard^74.04^180.50^45.88
Jason Phillips^TOR^Point Guard^77.21^168.15^40.42
Lyle Overbay^TOR^Center^78.27^215.65^40.09
Russ Adams^TOR^Small Forward^77.21^171.00^36.5
Aaron Hill^TOR^Small Forward^75.10^185.25^34.94
Jason Smith^TOR^Small Forward^79.33^189.05^39.6
John McDonald^TOR^Power Forward^75.10^166.25^42.43
Royce Clayton^TOR^Power Forward^76.15^175.75^47.16
Troy Glaus^TOR^Small Forward^81.44^228.00^40.57
John Hattig^TOR^Small Forward^78.27^199.50^37.010000000000005
Reed Johnson^TOR^Shooting Guard^74.04^171.00^40.230000000000004
Alex Rios^TOR^Shooting Guard^81.44^184.30^36.03
Vernon Wells^TOR^Shooting Guard^77.21^213.75^38.230000000000004
Frank Thomas^TOR^Small Forward^81.44^261.25^48.76
Adam Lind^TOR^Small Forward^78.27^185.25^33.620000000000005
Shaun Marcum^TOR^Point Guard^76.15^171.00^35.21
Casey Janssen^TOR^Point Guard^80.38^194.75^35.45
Gustavo Chacin^TOR^Point Guard^75.10^183.35^36.239999999999995
A.J. Burnett^TOR^Point Guard^80.38^218.50^40.15
Roy Halladay^TOR^Point Guard^82.50^218.50^39.8
John Thomson^TOR^Point Guard^79.33^209.00^43.41
Tomo Ohka^TOR^Point Guard^77.21^190.00^40.95
B.J. Ryan^TOR^Center^82.50^236.55^41.17
Scott Downs^TOR^Center^78.27^180.50^40.95
Brian Tallet^TOR^Center^83.56^197.60^39.44
Matt Roney^TOR^Center^79.33^232.75^37.14
Tracy Thorpe^TOR^Center^80.38^237.50^36.21
Jean Machi^TOR^Center^76.15^152.00^34.08
Brandon League^TOR^Center^79.33^182.40^33.96
Dustin McGowan^TOR^Center^79.33^209.00^34.94
Jason Frasor^TOR^Center^74.04^161.50^39.56
Francisco Rosario^TOR^Center^76.15^187.15^36.42
Davis Romero^TOR^Center^74.04^147.25^33.92
Jeremy Accardo^TOR^Center^78.27^180.50^35.230000000000004
Mike Redmond^MIN^Point Guard^75.10^190.00^45.82
Joe Mauer^MIN^Point Guard^80.38^209.00^33.870000000000005
Chris Heintz^MIN^Point Guard^77.21^199.50^42.57
Justin Morneau^MIN^Center^80.38^216.60^35.79
Luis Castillo^MIN^Small Forward^75.10^180.50^41.47
Alexi Casilla^MIN^Small Forward^72.98^152.00^32.61
Alejandro Machado^MIN^Small Forward^76.15^174.80^34.85
Jason Bartlett^MIN^Power Forward^76.15^171.00^37.33
Luis Rodriguez^MIN^Small Forward^72.98^171.00^36.67
Jeff Cirillo^MIN^Small Forward^77.21^190.00^47.43
Nick Punto^MIN^Small Forward^72.98^167.20^39.31
